system:index,m_bu,m_nl,s_bu,s_nl,v_code_2011,.geo
10625,0.007500698889631959,0.001253126864329074,1430.0274509803921,238.91184567195532,216483,
21176,0.003569230152165773,5.535162125622759E-4,399.22352941176473,61.9115850043063,258750,
38263,0.003569230152165773,5.535162125622759E-4,399.22352941176473,61.9115850043063,258750,
11737,0.009942106186492458,0.001422742979162199,1059.8705882352942,151.67042173427694,252040,
11736,0.004091363353180597,8.38613829761275E-4,303.09411764705885,62.12572603225708,252675,
584,0.07415605898606505,0.02986536629555994,4942.282352941177,1990.438472929188,254541,
418,0.05445043701651654,0.009719440016261138,3475.686274509804,620.412362350611,254544,
4702,0.05031900780405842,0.01245748778263639,3816.3137254901967,944.8056248471432,256143,
7679,0.07785889216407804,0.011926120122922788,3262.454901960785,499.7300626164559,250489,
7718,0.01906207977511094,0.003221214476809111,1384.807843137255,234.01240182285218,250479,
10310,0.030268738181669655,0.006316532284186032,4228.125490196078,882.3324910381261,216973,
11006,0.0835854079468531,0.1059896191761023,3863.5647058823533,4899.153595075772,245179,
32952,0.022901306708507825,0.007342174523061963,894.5725490196078,286.80056828383135,221784,
42678,3.886350907005709E-5,1.0812388823522593E-5,1.0,0.2782144248485565,223245,
21103,0.03869296212735872,0.011168035026576996,1978.6549019607844,571.1035298324098,258752,
38216,0.03869296212735872,0.011168035026576996,1978.6549019607844,571.1035298324098,258752,
21718,0.0010446251932404677,2.496331126652513E-4,80.90196078431373,19.333066464405434,243488,
40879,0.0010446251932404677,2.496331126652513E-4,80.90196078431373,19.333066464405434,243488,
23059,0.006568748770115546,0.0030720768641327796,447.4352941176471,209.25684074093314,243023,
23213,0.002866057404149305,7.946403842067753E-4,491.5490196078431,137.56842377518907,242839,
42159,0.006568748770115546,0.0030720768641327796,447.4352941176471,209.25684074093314,243023,
42494,0.002866057404149305,7.946403842067753E-4,491.5490196078431,137.56842377518907,242839,
23063,0.010450629473391372,0.0024282355027665224,292.6117647058823,67.9892323610829,243038,
42193,0.010450629473391372,0.0024282355027665224,292.6117647058823,67.9892323610829,243038,
42350,0.005189405436950729,0.0016211539083016084,199.32549019607845,62.2686551246573,242538,
42349,0.015549875567990836,0.017023526765105816,1178.780392156862,1290.4926131609604,242622,
23122,0.008631840205826444,0.002401664324965783,537.8784313725489,149.6556248717448,242605,
42340,0.008631840205826444,0.002401664324965783,537.8784313725489,149.6556248717448,242605,
21678,0.001450531204111562,3.592548319007123E-4,109.32549019607843,27.076777453340735,243489,
40875,0.001450531204111562,3.592548319007123E-4,109.32549019607843,27.076777453340735,243489,
25616,0.004648634349901028,0.005353679831094507,120.18823529411765,138.41685165938208,244493,
28460,0.01123451601021133,0.033314912188431536,427.2392156862745,1266.9381521291593,236859,
26276,0.009522604144109352,0.0012453984457137645,459.4,60.08188908228687,257780,
20720,0.01153476125063401,0.0018086043503541126,1329.7960784313725,208.50669730182958,259167,
26313,0.01596904753523547,0.0022758822009977136,531.9294117647058,75.80969859043174,257785,
20498,0.020098791846588956,0.0026687522233225973,1000.6823529411762,132.87232758245045,259425,
37857,0.020098791846588956,0.0026687522233225973,1000.6823529411762,132.87232758245045,259425,
39721,0.00571092577736057,0.001191724514483344,172.04705882352943,35.90183196874226,225797,
7632,0.007547991104087992,0.0010458525443647173,113.29019607843138,15.697533050354789,250567,
7510,6.50029022633754E-4,9.132015917213551E-5,17.0,2.388266757130623,250579,
7479,0.01870582596272037,0.0026383112931160067,158.85882352941175,22.405801752034357,250584,
