system:index,B1,B10,B10_1,B11,B11_1,B1_1,B2,B2_1,B3,B3_1,B4,B4_1,B5,B5_1,B6,B6_1,B7,B7_1,B8,B8_1,B9,B9_1,BQA,BQA_1,class,stable_lights,.geo
4595_0,0.15088715,314.13812,301.72528,310.69626,299.34875,0.13986754,0.13641587,0.119588904,0.13568695,0.109748855,0.13787372,0.09004482,0.26747203,0.26599255,0.23666428,0.15461564,0.15624689,0.08437063,0.14762843,0.09710763,0.0019723768,9.337224E-4,2720,2720,2.0,0,
12780_0,0.16960333,313.03522,302.9366,309.39978,300.14517,0.16499567,0.15952703,0.14905061,0.1624856,0.12990175,0.1701393,0.12477567,0.24704073,0.19686116,0.2533009,0.1916365,0.21140923,0.14722691,0.16443655,0.13280982,0.0014149647,0.001848341,2720,2720,1.0,8,
4623_0,0.15714732,318.11246,302.42322,314.38672,300.05444,0.14675866,0.14777851,0.12741265,0.15060844,0.114178486,0.17599213,0.10202869,0.26732194,0.2653239,0.32134804,0.2120176,0.24676202,0.13803448,0.16055611,0.11102398,0.0016722318,0.0019469195,2720,2720,2.0,0,
4461_0,0.13433386,311.92953,302.86798,309.5209,300.30444,0.13464825,0.12184508,0.11266974,0.11852988,0.09507258,0.14291705,0.08518465,0.23860383,0.20055981,0.23628773,0.13364269,0.15188627,0.079534404,0.12541007,0.09045183,0.0010672185,9.5766416E-4,2720,2720,2.0,0,
18874_0,0.13833027,311.73334,304.80475,309.90686,301.806,0.144201,0.12481968,0.12557434,0.11587317,0.11853547,0.119188376,0.11654831,0.22191428,0.20316947,0.22479804,0.19208445,0.17338969,0.14757678,0.10322544,0.10022005,0.0011807529,0.001221023,2720,2720,1.0,0,
18874_1,0.13662726,311.50906,304.7935,309.7886,301.7707,0.14228566,0.122140266,0.122485854,0.11264879,0.106564604,0.117076635,0.100651,0.23142846,0.20630583,0.22084706,0.21066321,0.16492002,0.14992307,0.11432911,0.10658855,0.0013169941,8.8583893E-4,2720,2720,1.0,0,
568_0,0.13785343,312.1765,304.27194,309.88373,301.46613,0.14515866,0.122185685,0.12466455,0.11585046,0.11247821,0.12052808,0.09749069,0.2785452,0.32350057,0.25034326,0.19560388,0.1641707,0.11355559,0.10992397,0.0993342,0.0016803041,0.0011252562,2720,2720,2.0,0,
12747_0,0.14804882,312.88297,305.1804,310.32,301.99866,0.14930059,0.13494694,0.13084151,0.12961084,0.116572246,0.13739929,0.11369924,0.24507529,0.22950536,0.25061575,0.2104238,0.1906469,0.14511079,0.117939495,0.11075441,0.0010218048,0.0010294893,2720,2720,2.0,0,
4470_0,0.15881956,317.01062,306.45193,313.3096,303.0201,0.14166318,0.14953649,0.12250979,0.15719019,0.11044317,0.18364583,0.11061076,0.2884393,0.21382353,0.35230586,0.23405428,0.2752758,0.167209,0.16503684,0.117410205,0.0018008654,0.0010534311,2720,2720,2.0,2,
17072_0,0.15067276,317.26694,300.928,312.8439,298.59497,0.14032178,0.13896711,0.11829282,0.14059646,0.103045754,0.15369564,0.083090395,0.29319873,0.26337168,0.2800781,0.15673982,0.19483694,0.086164206,0.13337155,0.09226303,0.0015007204,0.0018784334,2720,2720,2.0,0,
4450_0,0.16885841,318.2488,300.0903,316.14688,298.4198,0.17977329,0.16319066,0.1672192,0.1888649,0.180993,0.23840694,0.21449038,0.32730713,0.30876502,0.42948475,0.40036222,0.4000621,0.36659712,0.203023,0.19107792,0.0015580632,0.0016064409,2720,2720,2.0,16,
6919_0,0.15498199,314.69662,302.94348,310.45575,299.87836,0.1366137,0.1423759,0.11804887,0.13954596,0.10838833,0.15568946,0.10106973,0.2564524,0.22541259,0.28297237,0.22075309,0.20785037,0.14420064,0.13596566,0.10077699,0.001607915,0.001439318,2720,2720,2.0,4,
2230_0,0.1516804,313.57938,302.51736,309.8169,300.0187,0.1412488,0.13892423,0.12168377,0.13482939,0.11441397,0.14460555,0.103923984,0.27349636,0.27603287,0.28961843,0.25436983,0.20146157,0.15666664,0.14072509,0.11002281,0.0015864761,0.0011465744,2720,2720,2.0,21,
1130_0,0.15517494,316.78055,308.50305,310.94403,303.49588,0.14107804,0.13997474,0.1199517,0.12655397,0.099825576,0.1305845,0.097166486,0.1470067,0.11939061,0.1334573,0.097068906,0.11877164,0.088603735,0.10925276,0.08177305,0.0011791366,0.0011709697,2720,2720,2.0,50,
1151_0,0.15753321,312.21906,303.55945,308.53098,300.8277,0.15190955,0.14561318,0.13573547,0.13853833,0.12536746,0.14724253,0.13056366,0.20105423,0.18935634,0.21014434,0.19272289,0.17307644,0.15298294,0.13652307,0.118902706,0.0015650372,0.0013173415,2720,2720,1.0,39,
9493_0,0.16675195,314.15906,303.76636,310.56583,300.82498,0.15100692,0.16134934,0.14078529,0.1868831,0.15464182,0.22159272,0.17715868,0.3352619,0.27491066,0.38596496,0.3287023,0.29892293,0.2529549,0.17451285,0.13000257,0.0021224492,0.0018540381,2720,2720,2.0,5,
17999_0,0.15219492,311.93594,303.3613,307.27844,300.43338,0.13536954,0.13669458,0.11482868,0.12531051,0.10209434,0.12578216,0.095092885,0.23679292,0.22067991,0.24967772,0.23173098,0.17142564,0.14781113,0.120400995,0.093531586,0.0012648923,0.0014881085,2720,2720,2.0,5,
17999_1,0.15065132,311.68637,303.31345,307.13452,300.36206,0.13288121,0.13425054,0.11175488,0.12252345,0.09645902,0.11896459,0.087823085,0.23737177,0.2238513,0.23904401,0.20860423,0.16128503,0.12853885,0.12267353,0.09477575,0.0013720869,0.0015368992,2720,2720,2.0,5,
2188_0,0.16008444,312.8343,304.80475,308.76935,301.47974,0.15473941,0.1443054,0.13729677,0.1328999,0.11936621,0.13581559,0.12073235,0.19693796,0.16805924,0.20300518,0.17369455,0.17200449,0.14412744,0.118107036,0.104631454,0.0013077701,0.0018784334,2720,2720,1.0,52,
1120_0,0.16590178,307.2211,301.11853,302.7344,298.77826,0.15805055,0.15243343,0.13825288,0.14619409,0.11664849,0.14531198,0.10769118,0.24051563,0.18932477,0.22500336,0.17739019,0.17717563,0.14311324,0.14049263,0.11438371,0.001183318,8.9063565E-4,2720,2720,1.0,30,
18229_0,0.16293272,308.3257,302.77643,304.2213,299.87836,0.16016264,0.15030345,0.14339316,0.15183102,0.13733679,0.15972699,0.14619231,0.26129907,0.21489888,0.25751245,0.23474745,0.19879815,0.1973151,0.15807034,0.14804994,8.6059375E-4,7.634012E-4,2720,2720,2.0,9,
5432_0,0.16450332,307.72177,302.30603,303.56833,299.59726,0.16375066,0.15047556,0.14489453,0.1449032,0.13497023,0.14739893,0.13642071,0.23429781,0.20998764,0.2223355,0.21515335,0.17287263,0.17039229,0.13784629,0.1242571,0.0010542283,9.160825E-4,2720,2720,1.0,17,
11921_0,0.1353667,316.05292,304.73264,312.8691,302.4238,0.12314857,0.117583476,0.1020416,0.11250562,0.08263205,0.10183569,0.07876982,0.3084638,0.21065146,0.23086043,0.23640786,0.13365264,0.14258271,0.10618508,0.082755044,0.0012641038,0.0010824036,2720,2720,2.0,0,
6129_0,0.14262997,314.6068,306.97556,310.54535,304.62396,0.13131583,0.12893903,0.1149321,0.13187432,0.1141203,0.15475683,0.13047943,0.31654125,0.27493176,0.36961237,0.3437877,0.2739258,0.24587893,0.13658795,0.11741672,0.0017140406,9.348024E-4,2720,2720,2.0,0,
9475_0,0.1398648,312.7581,297.6655,310.04813,296.05957,0.13732144,0.12385509,0.114801444,0.11489055,0.094691105,0.11735185,0.08540942,0.2395134,0.20425673,0.24495535,0.16870666,0.18220359,0.120156266,0.11692282,0.09079399,0.0014677404,0.0013386997,2720,2720,2.0,3,
12649_0,0.1578842,312.67758,297.74673,309.79633,296.08505,0.16409557,0.14469707,0.14511569,0.1425519,0.12756377,0.15386483,0.12896198,0.23301016,0.18959047,0.26904893,0.20708288,0.22752304,0.17156257,0.14329706,0.12500535,0.001422579,9.817115E-4,2720,2720,2.0,12,
1106_0,0.15524225,311.74615,297.81122,309.57242,295.9746,0.16213213,0.14327449,0.1448182,0.14550997,0.12899172,0.15966807,0.1312229,0.28589413,0.2279667,0.30996516,0.24337669,0.24486502,0.18494962,0.14401965,0.111053064,0.0015580632,8.032174E-4,2720,2720,2.0,12,
9534_0,0.1517874,315.24658,299.3339,312.39957,297.4313,0.15288018,0.14090352,0.1329186,0.14975515,0.12098924,0.17019068,0.11831182,0.30856514,0.2447749,0.3502491,0.24938598,0.2681457,0.17709588,0.15052289,0.11337349,0.0018741929,0.0011602056,2720,2720,2.0,4,
6957_0,0.14521642,313.32657,298.00443,310.82404,296.09637,0.14493719,0.13069704,0.12253618,0.12916155,0.10617423,0.13360995,0.092073195,0.2871135,0.23073335,0.31296837,0.20574418,0.21467464,0.12316091,0.13008736,0.098469235,0.0016935474,0.0011602056,2720,2720,2.0,0,
912_0,0.14719361,311.96152,304.47086,307.87347,302.2263,0.12959382,0.13181005,0.11269348,0.124975294,0.1140219,0.13007458,0.11734292,0.27176183,0.23955669,0.26351297,0.24039309,0.18571676,0.18541166,0.109098956,0.09099611,0.0019282963,0.001377606,2720,2720,1.0,4,
11824_0,0.13990997,316.25946,298.00443,313.3875,296.3537,0.14365798,0.12304219,0.119620785,0.11136797,0.09781475,0.12218412,0.08109581,0.23079725,0.23332152,0.3100103,0.21315168,0.22081658,0.12449962,0.11247442,0.08969327,0.0015354825,0.0011899546,2720,2720,2.0,0,
2169_0,0.14487964,316.8114,305.77643,312.68246,303.72916,0.13077463,0.13131726,0.114612296,0.13431685,0.11628511,0.16060601,0.13190624,0.24238737,0.21343128,0.26964068,0.23749027,0.2015074,0.1785236,0.14310132,0.12086075,0.002035424,0.0014268063,2720,2720,2.0,0,
16975_0,0.16221292,304.03186,297.8828,301.863,296.67252,0.122804165,0.14860769,0.106002234,0.14168723,0.09985218,0.14085163,0.07601459,0.14970039,0.04206633,0.12435395,0.024157386,0.09699351,0.016039321,0.1397375,0.089003496,0.001156976,0.0016728082,2720,2720,2.0,0,
9478_0,0.14718094,313.76028,297.70612,311.75858,296.0256,0.15728304,0.13254866,0.13645872,0.13047123,0.1176871,0.13663577,0.11027959,0.26482636,0.21847676,0.28916833,0.21895275,0.2134327,0.15180922,0.12631638,0.11242152,0.001648386,0.0012792017,2720,2720,2.0,0,
9478_1,0.14718094,313.76028,297.70612,311.75858,296.0256,0.15728304,0.13254866,0.13645872,0.13047123,0.1176871,0.13663577,0.11027959,0.26482636,0.21847676,0.28916833,0.21895275,0.2134327,0.15180922,0.12796478,0.11146955,0.001648386,0.0012792017,2720,2720,2.0,0,
2229_0,0.15169297,318.8476,304.7777,314.50153,302.77216,0.13670327,0.13759495,0.11776112,0.12906758,0.10332081,0.13937327,0.095842354,0.21153456,0.22383715,0.25286448,0.19468594,0.2024287,0.14196771,0.13757353,0.10713384,0.0014569339,0.0010578034,2720,2720,1.0,7,
6944_0,0.14993608,318.7402,298.473,314.28683,296.7317,0.12587918,0.13750926,0.10563323,0.13712358,0.09601455,0.14985037,0.076457396,0.24607258,0.26988873,0.28354588,0.18737967,0.20739943,0.107773446,0.13823771,0.08472306,0.0016069128,0.0012792052,2720,2720,2.0,3,
18060_0,0.14963612,316.66333,305.95514,312.40967,303.71576,0.13535026,0.13673793,0.118228525,0.13373835,0.11215228,0.15010749,0.11704772,0.24557978,0.2295198,0.29308024,0.26450127,0.22181883,0.19896637,0.14472966,0.11072547,0.0017783173,0.0016974084,2720,2720,2.0,3,
2191_0,0.17217581,316.1645,303.46155,312.60675,301.4389,0.16400948,0.16424835,0.15321,0.16474114,0.15035638,0.18108885,0.16221367,0.2535715,0.23471044,0.29408726,0.2800486,0.2602563,0.24801914,0.16675514,0.15434161,0.0015640617,6.888005E-4,2720,2720,1.0,9,
9490_0,0.1441726,315.2549,303.48206,311.0665,301.50967,0.13011043,0.12677504,0.10944626,0.11976889,0.09840077,0.11297698,0.08634668,0.26964068,0.21746571,0.22586827,0.1662481,0.14655083,0.1022876,0.12039023,0.09249672,0.0016069128,0.0010332032,2720,2720,2.0,7,
9508_0,0.14944328,315.84818,304.5499,311.53754,302.29398,0.13195543,0.13489532,0.112545885,0.13268849,0.102902606,0.1451796,0.09586695,0.2721689,0.24979037,0.29837236,0.2292738,0.21222018,0.14922477,0.1558281,0.118031725,0.0015854873,0.0012792052,2720,2720,2.0,6,
9508_1,0.14944328,315.84818,304.5499,311.53754,302.29398,0.13195543,0.13489532,0.112545885,0.13268849,0.102902606,0.1451796,0.09586695,0.2721689,0.24979037,0.29837236,0.2292738,0.21222018,0.14922477,0.13836627,0.09424334,0.0015854873,0.0012792052,2720,2720,2.0,6,
2210_0,0.15904194,313.32657,297.66788,310.90063,296.0256,0.16629699,0.1467651,0.14624615,0.14389406,0.12738527,0.16049887,0.12301217,0.25541413,0.20937356,0.2697264,0.20687464,0.21665527,0.16356008,0.1569208,0.113135494,0.0016711896,0.0011602056,2720,2720,1.0,19,
2210_1,0.1594276,313.32657,297.66788,310.90063,296.0256,0.16629699,0.14625087,0.14624615,0.14397977,0.12738527,0.15902051,0.12301217,0.24255878,0.20937356,0.27675396,0.20687464,0.21948345,0.16356008,0.14108732,0.12330966,0.0017354662,0.0011602056,2720,2720,1.0,19,
9477_0,0.16105594,314.26172,295.3236,311.89053,293.74078,0.15469487,0.15220718,0.12991394,0.15839918,0.114771694,0.18657379,0.08603414,0.28211036,0.32444274,0.3460228,0.16412531,0.2685694,0.08508217,0.1679764,0.10305058,0.0016069128,0.0017254369,2720,2720,2.0,19,
17008_0,0.15379268,317.28128,303.44333,313.35233,301.67014,0.13075003,0.14269423,0.11318549,0.14672224,0.10718304,0.173847,0.10868365,0.2809748,0.23471044,0.33918807,0.22253335,0.26766953,0.16243507,0.13258137,0.09822857,0.0017140406,7.872013E-4,2720,2720,2.0,0,
2193_0,0.14989322,315.9268,303.67773,311.67224,301.55322,0.12654339,0.13538812,0.10511662,0.13161722,0.0894709,0.14359412,0.07522739,0.26895508,0.22469817,0.28438148,0.18245964,0.20062895,0.11020886,0.12737496,0.085165866,0.0017140406,0.0012300047,2720,2720,2.0,3,
18078_0,0.14055169,308.17444,298.6556,305.90442,297.38086,0.12086075,0.11850478,0.09699856,0.0984933,0.069913745,0.08233843,0.049101982,0.12368976,0.040418115,0.055213667,0.021180762,0.038266048,0.013087298,0.09210849,0.061648082,0.0017568917,0.0014760067,2720,2720,2.0,3,
6966_0,0.1569208,317.90665,303.87988,313.55576,301.65656,0.13539946,0.14558668,0.116678715,0.14884338,0.10533802,0.17168303,0.10007358,0.27364728,0.22590357,0.32314032,0.2167277,0.23673102,0.14669095,0.15002178,0.09461234,0.0015212105,0.0013038054,2720,2720,2.0,0,
1097_0,0.16424835,316.07565,304.5928,311.65955,302.58325,0.14386193,0.15201436,0.127798,0.14550099,0.120934546,0.16180584,0.12607598,0.25496417,0.23414464,0.29432294,0.25242257,0.23128894,0.19257031,0.15135017,0.119286336,0.0016711896,0.0012792052,2720,2720,1.0,0,
2238_0,0.15606378,315.10306,301.84534,311.535,300.08194,0.13279185,0.14314418,0.11173408,0.14305846,0.09975378,0.15008606,0.08191864,0.296894,0.28546065,0.29695827,0.17488277,0.20994908,0.09478454,0.14477251,0.091488115,0.0017783173,0.0014760067,2720,2720,2.0,0,
2238_1,0.15794924,315.4481,301.59354,312.0148,299.9004,0.13483366,0.14625087,0.1148337,0.14470825,0.104969025,0.159599,0.09075011,0.26925504,0.28664145,0.31169906,0.20671542,0.24028768,0.12088535,0.14477251,0.091488115,0.0016283384,8.6100184E-4,2720,2720,2.0,0,
17015_0,0.14749356,314.5107,302.1542,311.5528,300.50742,0.13323465,0.13146724,0.1146369,0.12677504,0.10391121,0.12347551,0.09953238,0.2779538,0.23045461,0.25194317,0.2151779,0.18096028,0.13965529,0.117112115,0.08597767,0.0012855293,0.0013284056,2720,2720,2.0,0,
6971_0,0.14837772,314.83432,296.37488,312.05533,294.89096,0.15130349,0.13627447,0.12842649,0.13866803,0.11521793,0.15652935,0.0965058,0.27304572,0.26931784,0.29341352,0.19545102,0.21948431,0.12348816,0.14469707,0.10855415,0.0018967736,0.0015766919,2720,2720,2.0,0,
21020_0,0.16002935,311.872,297.14087,309.80917,295.4467,0.16391706,0.14704546,0.14490744,0.14776805,0.121584214,0.15619065,0.11625914,0.2694328,0.20113309,0.2550715,0.19208938,0.20284235,0.14654364,0.14966482,0.12203045,0.0015129019,8.924645E-4,2720,2720,1.0,3,
6909_0,0.15955615,315.86472,296.5801,313.35736,294.91095,0.15112498,0.15002178,0.12762326,0.15651372,0.10980361,0.17616096,0.08659938,0.28695256,0.30239874,0.33423877,0.17715538,0.25779235,0.09382839,0.16373414,0.09885597,0.0013283805,0.0013981977,2720,2720,2.0,0,
6909_1,0.15972756,315.63687,296.69586,313.0958,294.9766,0.15005402,0.15032174,0.1266713,0.15728505,0.10807817,0.17755362,0.08475494,0.2877453,0.2773798,0.32926804,0.16945039,0.25740668,0.09251943,0.16298424,0.09873697,0.0013926572,8.329664E-4,2720,2720,2.0,0,
6984_0,0.15962043,314.876,298.33047,312.35657,296.52026,0.16007945,0.14762211,0.1391064,0.14925046,0.12176271,0.17414697,0.122149445,0.25415,0.21020654,0.31521285,0.24230573,0.25097904,0.18789478,0.15694223,0.1254516,0.0010926994,0.0013089507,2720,2720,2.0,0,
4319_0,0.17913263,309.89792,296.927,308.7564,295.10495,0.1856041,0.1738939,0.17400198,0.20085526,0.18533635,0.24967471,0.21758428,0.33252326,0.3008518,0.4215815,0.34961042,0.38204274,0.3087055,0.23068434,0.21407391,0.0012870949,0.0012792017,2720,2720,2.0,3,
147_0,0.14815776,310.64896,295.4942,308.53876,294.08603,0.15127373,0.13356695,0.12824799,0.12758921,0.11087457,0.1319386,0.08463594,0.24577262,0.32649544,0.25230742,0.16338158,0.19754368,0.08410046,0.12403257,0.096862786,0.0021211263,8.329664E-4,2720,2720,2.0,3,
6390_0,0.15932047,311.89545,295.33823,309.41266,293.81564,0.1538619,0.14970039,0.13208562,0.1557424,0.11471219,0.17821781,0.093679644,0.2996579,0.2626243,0.35870674,0.17932706,0.29053062,0.10507351,0.16529821,0.10406205,0.0020782752,0.0012197036,2720,2720,2.0,3,
6452_0,0.1543616,313.51202,296.78983,310.88022,295.21042,0.15112498,0.14248416,0.12863474,0.14110674,0.11257026,0.15375192,0.09159721,0.27035862,0.271787,0.30501997,0.17706613,0.2274553,0.10150363,0.1413777,0.09855848,0.0015354825,0.0014279467,2720,2720,2.0,0,
18110_0,0.15040998,312.70724,297.0544,310.28925,295.41824,0.15163073,0.13686156,0.12979494,0.13733576,0.117478855,0.15210354,0.10084915,0.2916522,0.2716085,0.30691677,0.20098434,0.21860367,0.12024551,0.13528092,0.11093407,0.0014903211,0.0014576957,2720,2720,2.0,0,
6095_0,0.14715837,315.35464,300.19095,312.62442,298.0911,0.15915722,0.13699706,0.14181355,0.15088418,0.13211536,0.18730684,0.14916155,0.30739096,0.24563761,0.39010403,0.32203308,0.31369096,0.24873151,0.16544873,0.1386304,0.0018064508,0.0014279467,2720,2720,2.0,0,
6977_0,0.14602932,312.47824,296.30716,310.4071,294.7681,0.15433788,0.13370027,0.13339457,0.13665834,0.11917455,0.14564545,0.11081507,0.2695457,0.20776711,0.30070707,0.19104816,0.22648433,0.1235179,0.14162609,0.113879226,0.001354837,0.0010114606,2720,2720,2.0,2,
2209_0,0.16282937,312.6606,298.06158,309.92484,296.27457,0.16501778,0.15165192,0.14568092,0.14359061,0.12815875,0.15946484,0.12928921,0.21519399,0.1703726,0.27302313,0.21731655,0.24958438,0.1886385,0.15070353,0.12931897,0.0016935474,0.0015171937,2720,2720,1.0,15,
16981_0,0.14799385,312.77713,298.8238,310.32513,296.97372,0.15725328,0.13534866,0.13681571,0.13681641,0.123726144,0.1339035,0.11780609,0.35417816,0.27375042,0.32227162,0.27029955,0.19990686,0.17834534,0.13977447,0.12295267,0.0014677404,8.627155E-4,2720,2720,2.0,13,
6935_0,0.14424546,313.37927,297.1601,310.70905,295.2218,0.14529419,0.13056156,0.12280393,0.12611316,0.10763193,0.13650028,0.0889793,0.2654586,0.2595304,0.3180942,0.2052087,0.2234811,0.116883874,0.13532609,0.10168213,0.0018064508,9.817115E-4,2720,2720,2.0,0,
6973_0,0.14553255,316.52335,298.18777,313.72128,296.1756,0.14990528,0.13135187,0.12604657,0.12719703,0.10510326,0.1378777,0.088443816,0.25660697,0.22814518,0.27790058,0.1676357,0.20564236,0.10334807,0.13812609,0.10194987,0.0017387087,0.0013089507,2720,2720,2.0,0,
1110_0,0.15375192,312.22543,297.48132,309.786,295.79037,0.15674755,0.13898416,0.135596,0.13254866,0.1145337,0.14101642,0.1085244,0.23761661,0.20068684,0.258007,0.19732521,0.21361335,0.1476741,0.13349704,0.11197528,0.002167742,0.0014279467,2720,2720,1.0,19,
2234_0,0.1603455,313.89893,298.63428,310.9568,296.77957,0.17058085,0.14964224,0.1521067,0.13891642,0.124856606,0.1411519,0.116883874,0.28216833,0.23013838,0.30739096,0.22356384,0.24877147,0.16808192,0.14677449,0.13083616,0.0017612894,8.924645E-4,2720,2720,1.0,19,
12651_0,0.15795194,312.4124,297.687,309.8169,295.91513,0.1614479,0.14620997,0.14142682,0.13808092,0.12452937,0.14858095,0.12345841,0.2220811,0.19369583,0.25066826,0.20898682,0.21237141,0.1732285,0.14462933,0.13146089,0.0014451598,7.437194E-4,2720,2720,1.0,19,
12651_1,0.15185516,312.44427,297.65594,309.77316,295.97745,0.15755078,0.1372906,0.13619098,0.12733252,0.115307175,0.12850672,0.10724519,0.22519724,0.18277794,0.21894239,0.18340267,0.17491004,0.14056408,0.12791961,0.106917955,0.0017838702,0.0010114606,2720,2720,1.0,19,
1148_0,0.14697772,313.0331,297.773,310.17386,296.26324,0.15555759,0.1298164,0.13428704,0.12143896,0.11438496,0.12776154,0.11292725,0.2220811,0.19863416,0.24743922,0.21216996,0.19904879,0.17159231,0.12690349,0.11471219,0.0014903211,0.0015766919,2720,2720,1.0,18,
18049_0,0.14959708,315.01562,297.74435,312.2326,295.98312,0.15073825,0.1385777,0.13033043,0.14440352,0.11450395,0.16985196,0.112689264,0.3041845,0.23742688,0.35801688,0.24816628,0.2652102,0.16930164,0.15515193,0.11141005,0.0015806439,0.0011899546,2720,2720,2.0,10,
5793_0,0.14458416,313.86743,298.3566,311.29584,296.76547,0.15933572,0.13182607,0.13970137,0.13616157,0.13086592,0.14998095,0.13265085,0.25520697,0.2367724,0.27123928,0.2322208,0.20607139,0.17266327,0.14144544,0.13333508,0.0015129019,0.0012197036,2720,2720,2.0,0,
16986_0,0.14715837,314.3957,298.10922,312.25034,296.30566,0.15439738,0.13550673,0.13271035,0.13920996,0.119620785,0.15203579,0.1102201,0.32425874,0.26729488,0.30506516,0.2475118,0.22203594,0.17263353,0.13218737,0.11069608,0.0017387087,0.0013089507,2720,2720,2.0,0,
